,Suburb,Address,Type,Method,SellerG,Date,CouncilArea,Regionname,Propertycount
4340,North Melbourne,1/315 Flemington Rd,u,S,Brad,3/12/2016,Melbourne,Northern Metropolitan,6821.0
4341,North Melbourne,2/63 Brougham St,u,S,Jellis,4/03/2017,Melbourne,Northern Metropolitan,6821.0
4342,North Melbourne,8 Haines St,h,S,W.B.,4/03/2017,Melbourne,Northern Metropolitan,6821.0
4343,North Melbourne,70 Munster Tce,t,S,Jellis,4/03/2017,Melbourne,Northern Metropolitan,6821.0
4344,North Melbourne,19 Shands La,t,S,Jellis,4/03/2017,Melbourne,Northern Metropolitan,6821.0
4345,North Melbourne,6/49 Haines St,u,SP,Woodards,4/06/2016,Melbourne,Northern Metropolitan,6821.0
4346,North Melbourne,24/101 Leveson St,u,SA,Edward,4/06/2016,Melbourne,Northern Metropolitan,6821.0
4347,North Melbourne,319/350 Victoria St,u,S,Nelson,7/05/2016,Melbourne,Northern Metropolitan,6821.0
4348,North Melbourne,12/25 Byron St,u,VB,Jellis,7/11/2016,Melbourne,Northern Metropolitan,6821.0
4349,North Melbourne,110/171 Flemington Rd,u,SP,Jellis,7/11/2016,Melbourne,Northern Metropolitan,6821.0
4350,North Melbourne,2/43 Haines St,u,VB,W.B.,7/11/2016,Melbourne,Northern Metropolitan,6821.0
4351,North Melbourne,115/150 Peel St,u,VB,W.B.,7/11/2016,Melbourne,Northern Metropolitan,6821.0
4352,North Melbourne,13/49 Haines St,u,S,Jas,8/10/2016,Melbourne,Northern Metropolitan,6821.0
4353,North Melbourne,6/55 Provost St,u,S,MICM,8/10/2016,Melbourne,Northern Metropolitan,6821.0
4354,North Melbourne,331 Flemington Rd,h,S,McDonald,10/09/2016,Melbourne,Northern Metropolitan,6821.0
4355,North Melbourne,4/175 Chetwynd St,u,S,W.B.,10/12/2016,Melbourne,Northern Metropolitan,6821.0
4356,North Melbourne,2/100 Curzon St,t,S,Jellis,10/12/2016,Melbourne,Northern Metropolitan,6821.0
4357,North Melbourne,16 Scotia St,h,S,Nelson,10/12/2016,Melbourne,Northern Metropolitan,6821.0
4358,North Melbourne,107/33 Wreckyn St,u,SP,Jellis,10/12/2016,Melbourne,Northern Metropolitan,6821.0
4359,North Melbourne,15A Lothian St,t,S,Jellis,11/02/2017,Melbourne,Northern Metropolitan,6821.0
4360,North Melbourne,23/43 Haines St,u,VB,W.B.,12/11/2016,Melbourne,Northern Metropolitan,6821.0
4361,North Melbourne,6 Shiel St,h,S,Nelson,13/08/2016,Melbourne,Northern Metropolitan,6821.0
4362,North Melbourne,44 Byron St,h,S,Nelson,15/10/2016,Melbourne,Northern Metropolitan,6821.0
4363,North Melbourne,2/150 Arden St,u,PI,hockingstuart,16/04/2016,Melbourne,Northern Metropolitan,6821.0
4364,North Melbourne,12/700 Queensberry St,u,S,Nelson,16/04/2016,Melbourne,Northern Metropolitan,6821.0
4365,North Melbourne,103/25 Byron St,u,SP,Jellis,16/07/2016,Melbourne,Northern Metropolitan,6821.0
4366,North Melbourne,3 Murphy St,h,S,Jellis,17/09/2016,Melbourne,Northern Metropolitan,6821.0
4367,North Melbourne,5/97 Oshanassy St,u,S,Jellis,17/09/2016,Melbourne,Northern Metropolitan,6821.0
4368,North Melbourne,8/201 Abbotsford St,t,VB,Nelson,18/06/2016,Melbourne,Northern Metropolitan,6821.0
4369,North Melbourne,18 Melrose St,h,S,Jellis,19/11/2016,Melbourne,Northern Metropolitan,6821.0
4370,North Melbourne,674 Victoria St,h,S,Jellis,19/11/2016,Melbourne,Northern Metropolitan,6821.0
4371,North Melbourne,509/30 Wreckyn St,u,S,LITTLE,19/11/2016,Melbourne,Northern Metropolitan,6821.0
4372,North Melbourne,3/369 Abbotsford St,u,S,Alexkarbon,22/08/2016,Melbourne,Northern Metropolitan,6821.0
4373,North Melbourne,443 Abbotsford St,h,SP,Jellis,24/09/2016,Melbourne,Northern Metropolitan,6821.0
4374,North Melbourne,306/350 Victoria St,u,SP,Alexkarbon,24/09/2016,Melbourne,Northern Metropolitan,6821.0
4375,North Melbourne,21/70 Oshanassy St,u,S,Jellis,25/02/2017,Melbourne,Northern Metropolitan,6821.0
4376,North Melbourne,20 Scotia St,h,VB,Nelson,27/06/2016,Melbourne,Northern Metropolitan,6821.0
4377,North Melbourne,1/109 Arden St,u,S,Alexkarbon,27/11/2016,Melbourne,Northern Metropolitan,6821.0
4378,North Melbourne,14/7 Curran St,u,SP,Jellis,27/11/2016,Melbourne,Northern Metropolitan,6821.0
4379,North Melbourne,11/368 Dryburgh St,u,SP,Jellis,27/11/2016,Melbourne,Northern Metropolitan,6821.0
4380,North Melbourne,103/171 Flemington Rd,u,S,W.B.,27/11/2016,Melbourne,Northern Metropolitan,6821.0
4381,North Melbourne,10 Munster Tce,t,VB,Nelson,27/11/2016,Melbourne,Northern Metropolitan,6821.0
4382,North Melbourne,203/150 Peel St,u,S,Alexkarbon,27/11/2016,Melbourne,Northern Metropolitan,6821.0
4383,North Melbourne,2/101 Leveson St,u,S,hockingstuart,28/05/2016,Melbourne,Northern Metropolitan,6821.0
4384,North Melbourne,15 Mary St,t,S,Alexkarbon,28/05/2016,Melbourne,Northern Metropolitan,6821.0
4385,North Melbourne,12 Curzon St,h,S,Jellis,28/08/2016,Melbourne,Northern Metropolitan,6821.0
4386,North Melbourne,11/19 Wood St,u,SP,Woodards,28/08/2016,Melbourne,Northern Metropolitan,6821.0
4387,Northcote,43 Christmas St,h,S,McGrath,3/09/2016,Darebin,Northern Metropolitan,11364.0
4388,Northcote,30 Clarke St,h,S,Nelson,3/09/2016,Darebin,Northern Metropolitan,11364.0
4389,Northcote,57A Derby St,h,SA,Nelson,3/09/2016,Darebin,Northern Metropolitan,11364.0
4390,Northcote,3/412 High St,u,S,McGrath,3/09/2016,Darebin,Northern Metropolitan,11364.0
4391,Northcote,24 Jessie St,h,VB,Jellis,3/09/2016,Darebin,Northern Metropolitan,11364.0
4392,Northcote,65 Bastings St,h,PI,Jellis,4/03/2017,Darebin,Northern Metropolitan,11364.0
4393,Northcote,18 Claude St,h,S,Nelson,4/03/2017,Darebin,Northern Metropolitan,11364.0
4394,Northcote,220 Victoria Rd,h,S,McGrath,4/03/2017,Darebin,Northern Metropolitan,11364.0
4395,Northcote,5/162 Westgarth St,u,S,Collins,4/03/2017,Darebin,Northern Metropolitan,11364.0
4396,Northcote,4 Wilmoth St,h,S,Ray,4/03/2017,Darebin,Northern Metropolitan,11364.0
4397,Northcote,39 Barry St,h,PI,Collins,4/06/2016,Darebin,Northern Metropolitan,11364.0
4398,Northcote,51 Kellett St,h,SP,Jellis,4/06/2016,Darebin,Northern Metropolitan,11364.0
4399,Northcote,12 Simpson St,h,SP,Nelson,4/06/2016,Darebin,Northern Metropolitan,11364.0
4400,Northcote,11/94 Union St,u,SP,Nelson,6/08/2016,Darebin,Northern Metropolitan,11364.0
4401,Northcote,16/116 Arthurton Rd,u,SP,hockingstuart,7/05/2016,Darebin,Northern Metropolitan,11364.0
4402,Northcote,77 Dennis St,h,PI,Nelson,7/05/2016,Darebin,Northern Metropolitan,11364.0
4403,Northcote,4/75 Gadd St,t,VB,Nelson,7/05/2016,Darebin,Northern Metropolitan,11364.0
4404,Northcote,29 Westgarth St,h,PI,hockingstuart,7/05/2016,Darebin,Northern Metropolitan,11364.0
4405,Northcote,99 Christmas St,h,SA,McGrath,7/11/2016,Darebin,Northern Metropolitan,11364.0
4406,Northcote,58 Herbert St,h,S,Purplebricks,7/11/2016,Darebin,Northern Metropolitan,11364.0
4407,Northcote,6 Brooke St,h,SP,Jellis,8/10/2016,Darebin,Northern Metropolitan,11364.0
4408,Northcote,13 Helen St,h,S,Jellis,8/10/2016,Darebin,Northern Metropolitan,11364.0
4409,Northcote,32 Stott St,h,S,Nelson,8/10/2016,Darebin,Northern Metropolitan,11364.0
4410,Northcote,91 Arthurton Rd,h,S,Nelson,10/09/2016,Darebin,Northern Metropolitan,11364.0
4411,Northcote,9/162 Clarke St,u,S,Nelson,10/09/2016,Darebin,Northern Metropolitan,11364.0
4412,Northcote,122 Emmaline St,h,S,Nelson,10/09/2016,Darebin,Northern Metropolitan,11364.0
4413,Northcote,12/20 Ross St,u,S,Nelson,10/09/2016,Darebin,Northern Metropolitan,11364.0
4414,Northcote,20 Salisbury Gr,h,PI,McGrath,10/09/2016,Darebin,Northern Metropolitan,11364.0
4415,Northcote,124a Victoria Rd,h,S,Barry,10/09/2016,Darebin,Northern Metropolitan,11364.0
4416,Northcote,3/162 Westgarth St,u,S,Love,10/09/2016,Darebin,Northern Metropolitan,11364.0
4417,Northcote,2B Creek Pde,h,S,Collins,10/12/2016,Darebin,Northern Metropolitan,11364.0
4418,Northcote,2/62 Cunningham St,u,SP,McGrath,10/12/2016,Darebin,Northern Metropolitan,11364.0
4419,Northcote,156 Separation St,h,S,Brad,10/12/2016,Darebin,Northern Metropolitan,11364.0
4420,Northcote,33 Spencer St,h,S,Leased,10/12/2016,Darebin,Northern Metropolitan,11364.0
4421,Northcote,109 Victoria Rd,h,S,Nelson,11/02/2017,Darebin,Northern Metropolitan,11364.0
4422,Northcote,68b Derby St,h,PI,Nelson,12/06/2016,Darebin,Northern Metropolitan,11364.0
4423,Northcote,14 Henry St,h,S,Nelson,12/06/2016,Darebin,Northern Metropolitan,11364.0
4424,Northcote,141 Arthurton Rd,h,S,Nelson,12/11/2016,Darebin,Northern Metropolitan,11364.0
4425,Northcote,1/75 Gadd St,t,S,Jellis,12/11/2016,Darebin,Northern Metropolitan,11364.0
4426,Northcote,7 Prospect Gr,h,PI,Woodards,12/11/2016,Darebin,Northern Metropolitan,11364.0
4427,Northcote,238 Victoria Rd,h,S,Nelson,12/11/2016,Darebin,Northern Metropolitan,11364.0
4428,Northcote,1/221 Westgarth St,t,S,Love,12/11/2016,Darebin,Northern Metropolitan,11364.0
4429,Northcote,13 Hawthorn Rd,h,S,Nelson,13/08/2016,Darebin,Northern Metropolitan,11364.0
4430,Northcote,154 Separation St,h,S,Brace,13/08/2016,Darebin,Northern Metropolitan,11364.0
4431,Northcote,1/68 Bridge St,u,S,Harcourts,14/05/2016,Darebin,Northern Metropolitan,11364.0
4432,Northcote,8/62 Cunningham St,u,PI,Barry,14/05/2016,Darebin,Northern Metropolitan,11364.0
4433,Northcote,19 Hunter St,h,S,hockingstuart,14/05/2016,Darebin,Northern Metropolitan,11364.0
4434,Northcote,81 Mitchell St,h,S,hockingstuart,14/05/2016,Darebin,Northern Metropolitan,11364.0
4435,Northcote,118 Roberts St,h,S,Jellis,14/05/2016,Darebin,Northern Metropolitan,11364.0
4436,Northcote,36 Tanner Gr,h,S,hockingstuart,14/05/2016,Darebin,Northern Metropolitan,11364.0
4437,Northcote,6 Clarke St,h,SP,Nelson,15/10/2016,Darebin,Northern Metropolitan,11364.0
4438,Northcote,1/78 Helen St,h,S,Nelson,15/10/2016,Darebin,Northern Metropolitan,11364.0
4439,Northcote,2 Jamieson St,h,S,Jellis,15/10/2016,Darebin,Northern Metropolitan,11364.0
4440,Northcote,7/7 Simpson St,u,PI,Nelson,15/10/2016,Darebin,Northern Metropolitan,11364.0
4441,Northcote,13 Andrew St,h,SP,hockingstuart,16/04/2016,Darebin,Northern Metropolitan,11364.0
4442,Northcote,121 Bent St,h,SP,hockingstuart,16/04/2016,Darebin,Northern Metropolitan,11364.0
4443,Northcote,45 Emmaline St,h,S,Nelson,16/04/2016,Darebin,Northern Metropolitan,11364.0
4444,Northcote,34 Oamaru St,h,S,hockingstuart,16/04/2016,Darebin,Northern Metropolitan,11364.0
4445,Northcote,2/13 Spencer St,h,S,Barry,16/04/2016,Darebin,Northern Metropolitan,11364.0
4446,Northcote,64 Union St,h,S,Nelson,16/04/2016,Darebin,Northern Metropolitan,11364.0
4447,Northcote,48 Barry St,h,S,Jellis,16/07/2016,Darebin,Northern Metropolitan,11364.0
4448,Northcote,10 Campbell Gr,t,S,Nelson,16/07/2016,Darebin,Northern Metropolitan,11364.0
4449,Northcote,83 Bastings St,h,S,Nelson,17/09/2016,Darebin,Northern Metropolitan,11364.0
4450,Northcote,4/140 Darebin Rd,u,SP,Jellis,17/09/2016,Darebin,Northern Metropolitan,11364.0
4451,Northcote,338 Separation St,t,SP,Nelson,17/09/2016,Darebin,Northern Metropolitan,11364.0
4452,Northcote,1/94 Union St,u,S,Nelson,17/09/2016,Darebin,Northern Metropolitan,11364.0
4453,Northcote,9 Brooke St,h,S,Ray,18/03/2017,Darebin,Northern Metropolitan,11364.0
4454,Northcote,2/19 Glanfield St,u,PI,Barry,18/03/2017,Darebin,Northern Metropolitan,11364.0
4455,Northcote,17B McFarlane St,h,S,McGrath,18/03/2017,Darebin,Northern Metropolitan,11364.0
4456,Northcote,7 McLachlan St,h,SP,McGrath,18/03/2017,Darebin,Northern Metropolitan,11364.0
4457,Northcote,79 Christmas St,h,S,Barry,18/06/2016,Darebin,Northern Metropolitan,11364.0
4458,Northcote,22 Ellesmere St,h,S,Nelson,18/06/2016,Darebin,Northern Metropolitan,11364.0
4459,Northcote,24 Barry St,h,S,Harrington,19/11/2016,Darebin,Northern Metropolitan,11364.0
4460,Northcote,178 Beaconsfield Pde,h,S,Woodards,19/11/2016,Darebin,Northern Metropolitan,11364.0
4461,Northcote,16/62 Cunningham St,u,S,Chambers,19/11/2016,Darebin,Northern Metropolitan,11364.0
4462,Northcote,26 Hayes St,h,S,Jellis,19/11/2016,Darebin,Northern Metropolitan,11364.0
4463,Northcote,4A Jessie St,h,S,Jellis,19/11/2016,Darebin,Northern Metropolitan,11364.0
4464,Northcote,129 Separation St,h,S,Nelson,19/11/2016,Darebin,Northern Metropolitan,11364.0
4465,Northcote,6 Dally St,h,S,hockingstuart,22/05/2016,Darebin,Northern Metropolitan,11364.0
4466,Northcote,1/5 Emmaline St,u,VB,Nelson,22/05/2016,Darebin,Northern Metropolitan,11364.0
4467,Northcote,42 Kellett St,h,S,Nelson,22/05/2016,Darebin,Northern Metropolitan,11364.0
4468,Northcote,19a Victoria Rd,h,S,Barry,22/05/2016,Darebin,Northern Metropolitan,11364.0
4469,Northcote,8 Reid St,h,S,Ray,22/08/2016,Darebin,Northern Metropolitan,11364.0
4470,Northcote,60 Ross St,h,S,Ray,22/08/2016,Darebin,Northern Metropolitan,11364.0
4471,Northcote,1/54 Emmaline St,u,PI,hockingstuart,23/04/2016,Darebin,Northern Metropolitan,11364.0
4472,Northcote,12 Stott St,h,SP,Barry,23/04/2016,Darebin,Northern Metropolitan,11364.0
4473,Northcote,43 Andrew St,h,S,Jellis,24/09/2016,Darebin,Northern Metropolitan,11364.0
4474,Northcote,52 Charles St,h,S,Jellis,24/09/2016,Darebin,Northern Metropolitan,11364.0
4475,Northcote,167 Clarke St,h,SP,McGrath,24/09/2016,Darebin,Northern Metropolitan,11364.0
4476,Northcote,23 Howitt St,h,S,Collins,24/09/2016,Darebin,Northern Metropolitan,11364.0
4477,Northcote,1/13 Kellett St,u,S,Nelson,24/09/2016,Darebin,Northern Metropolitan,11364.0
4478,Northcote,130 Mitchell St,h,SP,Miles,24/09/2016,Darebin,Northern Metropolitan,11364.0
4479,Northcote,33 Oxford St,h,S,McGrath,24/09/2016,Darebin,Northern Metropolitan,11364.0
4480,Northcote,239 Victoria Rd,h,VB,Nelson,24/09/2016,Darebin,Northern Metropolitan,11364.0
4481,Northcote,5/216 Westgarth St,u,S,Jellis,24/09/2016,Darebin,Northern Metropolitan,11364.0
4482,Northcote,2/195 Clarke St,u,S,Harcourts,25/02/2017,Darebin,Northern Metropolitan,11364.0
4483,Northcote,27 Zoe Cct,t,S,Harrington,25/02/2017,Darebin,Northern Metropolitan,11364.0
4484,Northcote,174 Beaconsfield Pde,h,S,Nelson,27/06/2016,Darebin,Northern Metropolitan,11364.0
4485,Northcote,14 Northcote St,h,S,Barry,27/06/2016,Darebin,Northern Metropolitan,11364.0
4486,Northcote,29 Traill St,h,S,Nelson,27/06/2016,Darebin,Northern Metropolitan,11364.0
4487,Northcote,162 Bastings St,h,S,Jellis,27/11/2016,Darebin,Northern Metropolitan,11364.0
4488,Northcote,13 Vauxhall Rd,h,S,Jellis,27/11/2016,Darebin,Northern Metropolitan,11364.0
4489,Northcote,13/200 Westgarth St,u,VB,Nelson,27/11/2016,Darebin,Northern Metropolitan,11364.0
4490,Northcote,160 Bent St,h,S,hockingstuart,28/05/2016,Darebin,Northern Metropolitan,11364.0
4491,Northcote,3 Brooke St,h,S,hockingstuart,28/05/2016,Darebin,Northern Metropolitan,11364.0
4492,Northcote,4 Clifton St,h,SP,hockingstuart,28/05/2016,Darebin,Northern Metropolitan,11364.0
4493,Northcote,27 Vauxhall Rd,h,PI,hockingstuart,28/05/2016,Darebin,Northern Metropolitan,11364.0
4494,Northcote,3 Atkinson St,h,S,Harrington,28/08/2016,Darebin,Northern Metropolitan,11364.0
4495,Northcote,17/203 Clarke St,u,VB,Woodards,28/08/2016,Darebin,Northern Metropolitan,11364.0
4496,Northcote,70 James St,h,PI,McGrath,28/08/2016,Darebin,Northern Metropolitan,11364.0
4497,Northcote,14 Jenkins St,h,S,McGrath,28/08/2016,Darebin,Northern Metropolitan,11364.0
4498,Northcote,41 Johnson St,h,S,McGrath,28/08/2016,Darebin,Northern Metropolitan,11364.0
4499,Northcote,9/28 Ross St,u,PI,Nelson,28/08/2016,Darebin,Northern Metropolitan,11364.0
4500,Northcote,43 Salisbury Gr,h,VB,Jellis,28/08/2016,Darebin,Northern Metropolitan,11364.0
4501,Northcote,25 Simpson St,h,S,McGrath,28/08/2016,Darebin,Northern Metropolitan,11364.0
4502,Northcote,77 Union St,h,SP,Nelson,28/08/2016,Darebin,Northern Metropolitan,11364.0
4503,Northcote,51 Beavers Rd,h,S,Jellis,30/07/2016,Darebin,Northern Metropolitan,11364.0
4504,Northcote,78 Bridge St,h,S,Nelson,30/07/2016,Darebin,Northern Metropolitan,11364.0
4505,Northcote,106 Christmas St,t,S,Nelson,30/07/2016,Darebin,Northern Metropolitan,11364.0
4506,Northcote,215 Clarke St,h,PI,Jellis,30/07/2016,Darebin,Northern Metropolitan,11364.0
4507,Northcote,155 Westbourne Gr,h,PI,Jellis,30/07/2016,Darebin,Northern Metropolitan,11364.0
4508,Northcote,118 Westgarth St,h,PI,Jellis,30/07/2016,Darebin,Northern Metropolitan,11364.0
4509,Northcote,120 Westgarth St,h,S,Jellis,30/07/2016,Darebin,Northern Metropolitan,11364.0
4510,Oak Park,14 Marie St,h,S,Nelson,3/09/2016,Moreland,Northern Metropolitan,2651.0
4511,Oak Park,1 Victoria St,h,S,Barry,3/09/2016,Moreland,Northern Metropolitan,2651.0
4512,Oak Park,1/1 Gregory St,u,S,Brad,3/12/2016,Moreland,Northern Metropolitan,2651.0
4513,Oak Park,40 Winifred St,h,S,Brad,3/12/2016,Moreland,Northern Metropolitan,2651.0
4514,Oak Park,7 Cartwright St,h,S,Eview,4/03/2017,Moreland,Northern Metropolitan,2651.0
4515,Oak Park,1/9 Cartwright St,u,S,hockingstuart,6/08/2016,Moreland,Northern Metropolitan,2651.0
4516,Oak Park,40 New Rd,h,PI,Brad,7/05/2016,Moreland,Northern Metropolitan,2651.0
4517,Oak Park,44 Devereaux St,h,PI,Eview,7/11/2016,Moreland,Northern Metropolitan,2651.0
4518,Oak Park,11 Murphy St,h,S,Ray,7/11/2016,Moreland,Northern Metropolitan,2651.0
4519,Oak Park,4/13 Sylvester St,u,S,Stockdale,8/10/2016,Moreland,Northern Metropolitan,2651.0
4520,Oak Park,5/4 Ethel St,u,S,Jason,10/09/2016,Moreland,Northern Metropolitan,2651.0
4521,Oak Park,7 Pines Gr,h,S,Brad,10/09/2016,Moreland,Northern Metropolitan,2651.0
4522,Oak Park,4 Ridge Rd,h,S,Stockdale,10/12/2016,Moreland,Northern Metropolitan,2651.0
4523,Oak Park,1/22 Lex Gr,t,S,Brad,11/02/2017,Moreland,Northern Metropolitan,2651.0
4524,Oak Park,10 Grevillia Rd,h,PI,Nelson,12/11/2016,Moreland,Northern Metropolitan,2651.0
4525,Oak Park,19 Valdoone Ct,h,S,Brad,13/08/2016,Moreland,Northern Metropolitan,2651.0
4526,Oak Park,3 Flannery Ct,h,S,Brad,15/10/2016,Moreland,Northern Metropolitan,2651.0
4527,Oak Park,2/8 Gregory St,t,PI,Barry,15/10/2016,Moreland,Northern Metropolitan,2651.0
4528,Oak Park,5/25 Ethel St,u,S,Nelson,16/07/2016,Moreland,Northern Metropolitan,2651.0
4529,Oak Park,1/29 Margaret St,t,SP,Nelson,16/07/2016,Moreland,Northern Metropolitan,2651.0
4530,Oak Park,63 Vincent St,h,SP,Nelson,16/07/2016,Moreland,Northern Metropolitan,2651.0
4531,Oak Park,96 Winifred St,h,S,Brad,16/07/2016,Moreland,Northern Metropolitan,2651.0
4532,Oak Park,1 Jacaranda St,h,S,Stockdale,17/09/2016,Moreland,Northern Metropolitan,2651.0
4533,Oak Park,4/29 Margaret St,t,S,Eview,18/03/2017,Moreland,Northern Metropolitan,2651.0
4534,Oak Park,40 Devereaux St,h,SP,Nelson,18/06/2016,Moreland,Northern Metropolitan,2651.0
4535,Oak Park,20 Lex Gr,h,S,Stockdale,19/11/2016,Moreland,Northern Metropolitan,2651.0
4536,Oak Park,2/16 Winifred St,u,VB,Barry,22/05/2016,Moreland,Northern Metropolitan,2651.0
4537,Oak Park,100 Winifred St,h,SP,Brad,22/08/2016,Moreland,Northern Metropolitan,2651.0
4538,Oak Park,2/21 Gregory St,u,PI,Brad,27/11/2016,Moreland,Northern Metropolitan,2651.0
4539,Oak Park,68 Vincent St,h,S,Eview,28/08/2016,Moreland,Northern Metropolitan,2651.0
4540,Oak Park,11 Hillcrest Rd,h,VB,Brad,30/07/2016,Moreland,Northern Metropolitan,2651.0
4541,Oak Park,8a Pines Gr,h,S,Brad,30/07/2016,Moreland,Northern Metropolitan,2651.0
4542,Oakleigh South,2/232 Warrigal Rd,t,S,Fletchers,3/09/2016,Monash,South-Eastern Metropolitan,3692.0
4543,Oakleigh South,14 Bossington St,h,S,Buxton,3/12/2016,Monash,South-Eastern Metropolitan,3692.0
4544,Oakleigh South,4 Montrose St,h,S,Buxton,4/02/2016,Kingston,South-Eastern Metropolitan,3692.0
4545,Oakleigh South,16 Alleford St,h,S,Buxton,4/03/2017,Monash,South-Eastern Metropolitan,3692.0
4546,Oakleigh South,2/1073 Centre Rd,h,PI,Woodards,7/05/2016,Kingston,South-Eastern Metropolitan,3692.0
4547,Oakleigh South,14 Columbia St,h,S,Ray,8/10/2016,Kingston,South-Eastern Metropolitan,3692.0
4548,Oakleigh South,21 Hardy Ct,h,S,Ray,8/10/2016,Monash,South-Eastern Metropolitan,3692.0
4549,Oakleigh South,9 Wicks Ct,h,S,Ray,10/09/2016,Kingston,South-Eastern Metropolitan,3692.0
4550,Oakleigh South,4 Cascade St,h,S,Ray,11/02/2017,Kingston,South-Eastern Metropolitan,3692.0
4551,Oakleigh South,3/1073 Centre Rd,h,SP,Woodards,11/03/2017,Kingston,South-Eastern Metropolitan,3692.0
4552,Oakleigh South,10a Farm Rd,h,PI,Buxton,12/06/2016,Monash,South-Eastern Metropolitan,3692.0
4553,Oakleigh South,13 Farm Rd,h,S,Ray,12/11/2016,Monash,South-Eastern Metropolitan,3692.0
4554,Oakleigh South,25 Luntar Rd,h,S,Woodards,12/11/2016,Kingston,South-Eastern Metropolitan,3692.0
4555,Oakleigh South,8 Riley St,h,S,Ray,12/11/2016,Monash,South-Eastern Metropolitan,3692.0
4556,Oakleigh South,24 Guest Rd,h,S,Buxton,15/10/2016,Monash,South-Eastern Metropolitan,3692.0
4557,Oakleigh South,7 Robyn Ct,h,SP,Buxton,16/07/2016,Kingston,South-Eastern Metropolitan,3692.0
4558,Oakleigh South,9 Emerald St,h,S,hockingstuart,18/03/2017,Kingston,South-Eastern Metropolitan,3692.0
4559,Oakleigh South,1172 North Rd,h,S,Harcourts,18/03/2017,Monash,South-Eastern Metropolitan,3692.0
4560,Oakleigh South,1/19 Dermot St,h,SP,Buxton,18/06/2016,Monash,South-Eastern Metropolitan,3692.0
4561,Oakleigh South,9 Telopea Ct,h,PI,Woodards,18/06/2016,Kingston,South-Eastern Metropolitan,3692.0
4562,Oakleigh South,41 Bossington St,t,S,Buxton,24/09/2016,Monash,South-Eastern Metropolitan,3692.0
4563,Oakleigh South,107 Golf Rd,h,S,Woodards,25/02/2017,Monash,South-Eastern Metropolitan,3692.0
4564,Oakleigh South,31 Riley St,h,S,Buxton,25/02/2017,Monash,South-Eastern Metropolitan,3692.0
4565,Oakleigh South,24 Valley St,h,S,Ray,25/02/2017,Monash,South-Eastern Metropolitan,3692.0
4566,Oakleigh South,28 Devoy St,h,S,Buxton,26/07/2016,Monash,South-Eastern Metropolitan,3692.0
4567,Oakleigh South,15 Druitt St,h,S,Buxton,27/11/2016,Kingston,South-Eastern Metropolitan,3692.0
4568,Oakleigh South,2/3 Golf Rd,u,S,LJ,27/11/2016,Monash,South-Eastern Metropolitan,3692.0
4569,Oakleigh South,3 Paula Ct,h,S,McGrath,27/11/2016,Monash,South-Eastern Metropolitan,3692.0
4570,Oakleigh South,22 Pitt St,h,S,Ray,27/11/2016,Monash,South-Eastern Metropolitan,3692.0
4571,Oakleigh South,20 Vanessa Ct,h,SP,Greg,28/05/2016,Kingston,South-Eastern Metropolitan,3692.0
4572,Oakleigh South,15 Yarra Ct,h,S,Buxton,28/08/2016,Kingston,South-Eastern Metropolitan,3692.0
4573,Oakleigh South,19 Reid St,h,S,Ray,30/07/2016,Monash,South-Eastern Metropolitan,3692.0
4574,Parkville,50 Strickland Rd,h,S,Nelson,3/09/2016,Melbourne,Northern Metropolitan,2309.0
4575,Parkville,12/238 The Avenue,u,S,Jellis,3/12/2016,Melbourne,Northern Metropolitan,2309.0
4576,Parkville,92 Fitzgibbon St,h,S,Collins,8/10/2016,Melbourne,Northern Metropolitan,2309.0
4577,Parkville,14/18 Lennon St,u,S,Jellis,8/10/2016,Melbourne,Northern Metropolitan,2309.0
4578,Parkville,47/202 The Avenue,u,SP,Woodards,11/02/2017,Melbourne,Northern Metropolitan,2309.0
4579,Parkville,9/18 Lennon St,h,S,Jellis,15/10/2016,Melbourne,Northern Metropolitan,2309.0
